# HAN (c) Todt
WCFS1	NC8
NC_004567|lp_0237|215900_216226|109AA	NZ_AGRI01000002|nc8_0222|233273_233599|109AA
NC_004567|lp_0395|359163_359954|264AA	NZ_AGRI01000003|nc8_0368|29811_30602|264AA
NC_004567|lp_2088|1883588_1883938|117AA	NZ_AGRI01000006|nc8_1849|494840_495190|117AA
NC_004567|lp_2903|2581715_2582044|110AA	NZ_AGRI01000010|nc8_2476|271225_271554|110AA
NC_004567|lp_3406|3020565_3020879|105AA	NZ_AGRI01000001|nc8_2886|366017_366358|114AA
NC_004567|lp_3470|3076796_3077806|337AA	NZ_AGRI01000001|nc8_2942|422256_423266|337AA
NC_004567|lp_0400|363819_365003|395AA	NZ_AGRI01000003|nc8_0372|34467_35651|395AA
NC_004567|lp_1713|1553348_1554673|442AA	NZ_AGRI01000006|nc8_1472|124289_125614|442AA
NC_004567|lp_1712|1553081_1553275|65AA	NZ_AGRI01000006|nc8_1471|124022_124216|65AA
NC_004567|lp_1722|1559479_1560978|500AA	NZ_AGRI01000006|nc8_1480|130421_131920|500AA
NC_004567|lp_1721|1558113_1559462|450AA	NZ_AGRI01000006|nc8_1479|129055_130404|450AA
NC_004567|lp_1724|1562115_1563482|456AA	NZ_AGRI01000006|nc8_1482|133057_134424|456AA
NC_004567|lp_1723|1561158_1561967|270AA	NZ_AGRI01000006|nc8_1481|132100_132909|270AA
NC_004567|lp_1716|1556095_1556871|259AA	NZ_AGRI01000006|nc8_1475|127037_127813|259AA
NC_004567|lp_1715|1555079_1555996|306AA	NZ_AGRI01000006|nc8_1474|126021_126938|306AA
NC_004567|lp_1718|1557403_1557675|91AA	NZ_AGRI01000006|nc8_1477|128345_128617|91AA
NC_004567|lp_1717|1556964_1557263|100AA	NZ_AGRI01000006|nc8_1476|127906_128205|100AA
NC_004567|lp_0128|114365_114838|158AA	NZ_AGRI01000002|nc8_0126|127310_127783|158AA
NC_004567|lp_0305|281132_281506|125AA	NZ_AGRI01000002|nc8_0272|285339_285713|125AA
NC_004567|lp_0306|281516_282433|306AA	NZ_AGRI01000002|nc8_0273|285723_286640|306AA
NC_004567|lp_0299|275749_276408|220AA	NZ_AGRI01000002|nc8_0267|279957_280616|220AA
NC_004567|lp_0300|276537_277298|254AA	NZ_AGRI01000002|nc8_0268|280745_281506|254AA
NC_004567|lp_0296|271075_271638|188AA	NZ_AGRI01000002|nc8_0263|275282_275845|188AA
NC_004567|lp_0298|274259_275737|493AA	NZ_AGRI01000002|nc8_0266|278467_279945|493AA
NC_004567|lp_0293|265061_265753|231AA	NZ_AGRI01000002|nc8_0260|269253_269945|231AA
NC_004567|lp_0294|266009_266581|191AA	NZ_AGRI01000002|nc8_0261|270201_270773|191AA
NC_004567|lp_0291|263170_264564|465AA	NZ_AGRI01000002|nc8_0258|267362_268756|465AA
NC_004567|lp_0292|264729_265016|96AA	NZ_AGRI01000002|nc8_0259|268903_269208|102AA
NC_004567|lp_2825|2518514_2519494|327AA	NZ_AGRI01000010|nc8_2398|197580_198560|327AA
NC_004567|lp_2824|2517966_2518517|184AA	NZ_AGRI01000010|nc8_2397|197032_197583|184AA
NC_004567|lp_2820|2515301_2515804|168AA	NZ_AGRI01000010|nc8_2394|194366_194869|168AA
NC_004567|lp_2818|2513619_2514917|433AA	NZ_AGRI01000010|nc8_2393|192684_193982|433AA
NC_004567|lp_2823|2517057_2517737|227AA	NZ_AGRI01000010|nc8_2396|196124_196804|227AA
NC_004567|lp_2822|2515975_2517042|356AA	NZ_AGRI01000010|nc8_2395|195042_196109|356AA
NC_004567|lp_2816|2511835_2512512|226AA	NZ_AGRI01000010|nc8_2391|190900_191577|226AA
NC_004567|lp_2812|2509018_2509788|257AA	NZ_AGRI01000010|nc8_2388|188083_188853|257AA
NC_004567|lp_1407|1288236_1289687|484AA	NZ_AGRI01000004|nc8_1215|79761_81212|484AA
NC_004567|lp_2817|2512608_2513423|272AA	NZ_AGRI01000010|nc8_2392|191673_192488|272AA
NC_004567|lp_0592|565797_566570|258AA	NZ_AGRI01000003|nc8_0580|240692_241465|258AA
NC_004567|lp_0593|566638_567831|398AA	NZ_AGRI01000003|nc8_0581|241533_242726|398AA
NC_004567|lp_0590|563682_565004|441AA	NZ_AGRI01000003|nc8_0578|238577_239899|441AA
NC_004567|lp_0591|565001_565804|268AA	NZ_AGRI01000003|nc8_0579|239896_240699|268AA
NC_004567|lp_0588|562296_563267|324AA	NZ_AGRI01000003|nc8_0576|237191_238162|324AA
NC_004567|lp_0589|563278_563679|134AA	NZ_AGRI01000003|nc8_0577|238173_238574|134AA
NC_004567|lp_0586|561198_561617|140AA	NZ_AGRI01000003|nc8_0574|236093_236512|140AA
NC_004567|lp_0587|561614_562132|173AA	NZ_AGRI01000003|nc8_0575|236509_237027|173AA
NC_004567|lp_0594|568141_569103|321AA	NZ_AGRI01000003|nc8_0582|243036_243998|321AA
NC_004567|lp_0595|569536_570561|342AA	NZ_AGRI01000003|nc8_0583|244431_245456|342AA
NC_004567|lp_0746|682983_683858|292AA	NZ_AGRI01000003|nc8_0659|316060_316935|292AA
NC_004567|lp_1468|1345125_1345922|266AA	NZ_AGRI01000005|nc8_1278|46688_47485|266AA
NC_004567|lp_0748|684788_685672|295AA	NZ_AGRI01000003|nc8_0661|317865_318749|295AA
NC_004567|lp_0747|683869_684798|310AA	NZ_AGRI01000003|nc8_0660|316946_317875|310AA
NC_004567|lp_0739|675571_677934|788AA	NZ_AGRI01000003|nc8_0653|308648_311011|788AA
NC_004567|lp_0737|674618_675184|189AA	NZ_AGRI01000003|nc8_0652|307695_308261|189AA
NC_004567|lp_0743|680515_681243|243AA	NZ_AGRI01000003|nc8_0657|313592_314320|243AA
NC_004567|lp_0742|679340_680515|392AA	NZ_AGRI01000003|nc8_0656|312417_313592|392AA
NC_004567|lp_1564|1429922_1430644|241AA	NZ_AGRI01000006|nc8_1334|90_812|241AA
NC_004567|lp_0750|686508_687263|252AA	NZ_AGRI01000003|nc8_0663|319585_320340|252AA
NC_004567|lp_0749|685687_686496|270AA	NZ_AGRI01000003|nc8_0662|318764_319573|270AA
NC_004567|lp_1873|1692944_1694167|408AA	NZ_AGRI01000006|nc8_1606|264289_265512|408AA
NC_004567|lp_2927|2608100_2608633|178AA	NZ_AGRI01000010|nc8_2495|294963_295496|178AA
NC_004567|lp_3065|2728217_2728642|142AA	NZ_AGRI01000001|nc8_2612|90943_91368|142AA
NC_004567|lp_3081|2741927_2742289|121AA	NZ_AGRI01000001|nc8_2625|103766_104143|126AA
NC_004567|lp_3092|2751334_2752746|471AA	NZ_AGRI01000001|nc8_2634|113155_114567|471AA
NC_004567|lp_1669|1521284_1522270|329AA	NZ_AGRI01000006|nc8_1428|90822_91808|329AA
NC_004567|lp_1450|1328198_1328902|235AA	NZ_AGRI01000005|nc8_1263|31192_31896|235AA
NC_004567|lp_1872|1692435_1692887|151AA	NZ_AGRI01000006|nc8_1605|263780_264232|151AA
NC_004567|lp_1085|987562_988557|332AA	NZ_AGRI01000003|nc8_0956|622599_623594|332AA
NC_004567|lp_1870|1689376_1690326|317AA	NZ_AGRI01000006|nc8_1603|260721_261671|317AA
NC_004567|lp_2149|1941588_1941881|98AA	NZ_AGRI01000006|nc8_1902|552750_553043|98AA
NC_004567|lp_1084|986628_987521|298AA	NZ_AGRI01000003|nc8_0955|621665_622558|298AA
NC_004567|lp_0068|66113_67456|448AA	NZ_AGRI01000002|nc8_0074|79755_81086|444AA
NC_004567|lp_0070|68424_69671|416AA	NZ_AGRI01000002|nc8_0077|82054_83490|479AA
NC_004567|lp_0062|61378_62031|218AA	NZ_AGRI01000002|nc8_0070|75021_75674|218AA
NC_004567|lp_0063|62200_63735|512AA	NZ_AGRI01000002|nc8_0071|75843_77378|512AA
NC_004567|lp_0060|59613_60473|287AA	NZ_AGRI01000002|nc8_0068|73256_74116|287AA
NC_004567|lp_0061|60505_61350|282AA	NZ_AGRI01000002|nc8_0069|74148_74993|282AA
NC_004567|lp_0057|57150_58037|296AA	NZ_AGRI01000002|nc8_0065|70793_71680|296AA
NC_004567|lp_0058|58107_58532|142AA	NZ_AGRI01000002|nc8_0066|71750_72175|142AA
NC_004567|lp_0073|70536_71204|223AA	NZ_AGRI01000002|nc8_0081|84168_84836|223AA
NC_004567|lp_0076|73239_75257|673AA	NZ_AGRI01000002|nc8_0084|86872_88890|673AA
NC_004567|lp_2265|2046495_2046986|164AA	NZ_AGRI01000006|nc8_2005|657355_657846|164AA
NC_004567|lp_2157|1949733_1949951|73AA	NZ_AGRI01000006|nc8_1910|560913_561131|73AA
NC_004567|lp_1258|1143591_1144472|294AA	NZ_AGRI01000003|nc8_1104|779901_780782|294AA
NC_004567|lp_2156|1948944_1949450|169AA	NZ_AGRI01000006|nc8_1909|560125_560637|171AA
NC_004567|lp_2155|1948354_1948914|187AA	NZ_AGRI01000006|nc8_1908|559535_560095|187AA
NC_004567|lp_2154|1946957_1948069|371AA	NZ_AGRI01000006|nc8_1907|558138_559250|371AA
NC_004567|lp_0550|500766_502265|500AA	NZ_AGRI01000003|nc8_0493|158182_159681|500AA
NC_004567|lp_0548|498768_499655|296AA	NZ_AGRI01000003|nc8_0491|156184_157071|296AA
NC_004567|lp_0547|496382_498619|746AA	NZ_AGRI01000003|nc8_0490|153798_156035|746AA
NC_004567|lp_0546|495761_496303|181AA	NZ_AGRI01000003|nc8_0489|153176_153718|181AA
NC_004567|lp_0545|494395_495741|449AA	NZ_AGRI01000003|nc8_0488|151810_153156|449AA
NC_004567|lp_0172|147271_148290|340AA	NZ_AGRI01000002|nc8_0161|160009_161028|340AA
NC_004567|lp_0173|148314_149276|321AA	NZ_AGRI01000002|nc8_0162|161052_162014|321AA
NC_004567|lp_0185|165479_167434|652AA	NZ_AGRI01000002|nc8_0174|178217_180172|652AA
NC_004567|lp_0199|182176_183018|281AA	NZ_AGRI01000002|nc8_0185|194719_195561|281AA
NC_004567|lp_0202|186887_187330|148AA	NZ_AGRI01000002|nc8_0188|199430_199873|148AA
NC_004567|lp_0203|187327_188505|393AA	NZ_AGRI01000002|nc8_0189|199870_201048|393AA
NC_004567|lp_0174|149293_150966|558AA	NZ_AGRI01000002|nc8_0163|162031_163704|558AA
NC_004567|lp_0179|155655_156977|441AA	NZ_AGRI01000002|nc8_0168|168393_169715|441AA
NC_004567|lp_0183|164129_164401|91AA	NZ_AGRI01000002|nc8_0172|176867_177139|91AA
NC_004567|lp_0184|164479_165345|289AA	NZ_AGRI01000002|nc8_0173|177217_178083|289AA
NC_004567|lp_0611|582727_583137|137AA	NZ_AGRI01000003|nc8_0596|257613_258023|137AA
NC_004567|lp_0612|583127_583894|256AA	NZ_AGRI01000003|nc8_0597|258013_258780|256AA
NC_004567|lp_0614|584948_585550|201AA	NZ_AGRI01000003|nc8_0599|259834_260436|201AA
NC_004567|lp_0616|585773_585958|62AA	NZ_AGRI01000003|nc8_0601|260659_260844|62AA
NC_004567|lp_0617|586063_586611|183AA	NZ_AGRI01000003|nc8_0602|260949_261497|183AA
NC_004567|lp_0618|586639_587520|294AA	NZ_AGRI01000003|nc8_0603|261525_262412|296AA
NC_004567|lp_0619|587629_588054|142AA	NZ_AGRI01000003|nc8_0604|262514_262939|142AA
NC_004567|lp_1948|1765436_1765903|156AA	NZ_AGRI01000006|nc8_1688|346418_346855|146AA
NC_004567|lp_0620|588155_588844|230AA	NZ_AGRI01000003|nc8_0605|263040_263729|230AA
NC_004567|lp_0621|589043_589546|168AA	NZ_AGRI01000003|nc8_0606|263928_264431|168AA
NC_004567|lp_0775|710941_712176|412AA	NZ_AGRI01000003|nc8_0693|352368_353603|412AA
NC_004567|lp_0774|710127_710603|159AA	NZ_AGRI01000003|nc8_0692|351554_352030|159AA
NC_004567|lp_0773|707211_710066|952AA	NZ_AGRI01000003|nc8_0691|348638_351493|952AA
NC_004567|lp_0772|705173_707176|668AA	NZ_AGRI01000003|nc8_0690|346600_348603|668AA
NC_004567|lp_0771|704377_705024|216AA	NZ_AGRI01000003|nc8_0689|345804_346451|216AA
NC_004567|lp_0770|703075_704271|399AA	NZ_AGRI01000003|nc8_0688|344502_345698|399AA
NC_004567|lp_0769|702348_702905|186AA	NZ_AGRI01000003|nc8_0687|343775_344332|186AA
NC_004567|lp_0766|700544_701902|453AA	NZ_AGRI01000003|nc8_0685|341971_343329|453AA
NC_004567|lp_2114|1908778_1909074|99AA	NZ_AGRI01000006|nc8_1874|520030_520326|99AA
NC_004567|lp_0765|699680_700390|237AA	NZ_AGRI01000003|nc8_0684|341107_341817|237AA
NC_004567|lp_1129|1028179_1029939|587AA	NZ_AGRI01000003|nc8_0992|663217_664977|587AA
NC_004567|lp_1798|1628835_1629572|246AA	NZ_AGRI01000006|nc8_1547|199884_200621|246AA
NC_004567|lp_1797|1628286_1628720|145AA	NZ_AGRI01000006|nc8_1546|199335_199769|145AA
NC_004567|lp_0531|479989_481158|390AA	NZ_AGRI01000003|nc8_0475|137399_138568|390AA
NC_004567|lp_1796|1627415_1628284|290AA	NZ_AGRI01000006|nc8_1545|198464_199333|290AA
NC_004567|lp_1795|1626908_1627330|141AA	NZ_AGRI01000006|nc8_1544|197957_198379|141AA
NC_004567|lp_1793|1624717_1626423|569AA	NZ_AGRI01000006|nc8_1543|195765_197471|569AA
NC_004567|lp_1789|1621110_1621835|242AA	NZ_AGRI01000006|nc8_1539|192158_192883|242AA
NC_004567|lp_1788|1620735_1621106|124AA	NZ_AGRI01000006|nc8_1538|191783_192154|124AA
NC_004567|lp_1787|1620066_1620734|223AA	NZ_AGRI01000006|nc8_1537|191114_191782|223AA
NC_004567|lp_0532|481151_482173|341AA	NZ_AGRI01000003|nc8_0476|138561_139583|341AA
NC_004567|lp_3064|2726737_2728224|496AA	NZ_AGRI01000001|nc8_2611|89463_90950|496AA
NC_004567|lp_1540|1405850_1406812|321AA	NZ_AGRI01000005|nc8_1314|80854_81816|321AA
NC_004567|lp_0004|3210_3443|78AA	NZ_AGRI01000002|nc8_0003|3210_3443|78AA
NC_004567|lp_0005|3444_4568|375AA	NZ_AGRI01000002|nc8_0004|3444_4568|375AA
NC_004567|lp_0009|9860_10159|100AA	NZ_AGRI01000002|nc8_0007|9860_10159|100AA
NC_004567|lp_0011|10837_11073|79AA	NZ_AGRI01000002|nc8_0009|10837_11073|79AA
NC_004567|lp_0012|11254_13266|671AA	NZ_AGRI01000002|nc8_0010|11254_13266|671AA
NC_004567|lp_0014|13747_15171|475AA	NZ_AGRI01000002|nc8_0012|13747_15171|475AA
NC_004567|lp_0015|15393_16616|408AA	NZ_AGRI01000002|nc8_0013|15393_16616|408AA
NC_004567|lp_0016|16638_17435|266AA	NZ_AGRI01000002|nc8_0014|16638_17435|266AA
NC_004567|lp_0017|17454_18692|413AA	NZ_AGRI01000002|nc8_0015|17454_18692|413AA
NC_004567|lp_0018|19153_20769|539AA	NZ_AGRI01000002|nc8_0016|19153_20769|539AA
NC_004567|lp_1236|1124670_1124882|71AA	NZ_AGRI01000003|nc8_1084|760697_760909|71AA
NC_004567|lp_3265|2904443_2905384|314AA	NZ_AGRI01000001|nc8_2786|263594_264535|314AA
NC_004567|lp_2551|2274691_2275761|357AA	NZ_AGRI01000008|nc8_2179|18127_19197|357AA
NC_004567|lp_1237|1124997_1125191|65AA	NZ_AGRI01000003|nc8_1085|761024_761218|65AA
NC_004567|lp_2553|2276234_2276560|109AA	NZ_AGRI01000008|nc8_2181|19670_19996|109AA
NC_004567|lp_2552|2275773_2276093|107AA	NZ_AGRI01000008|nc8_2180|19209_19529|107AA
NC_004567|lp_1250|1134489_1136003|505AA	NZ_AGRI01000003|nc8_1097|770515_772029|505AA
NC_004567|lp_2554|2276557_2277315|253AA	NZ_AGRI01000008|nc8_2182|19993_20751|253AA
NC_004567|lp_3257|2900083_2900250|56AA	NZ_AGRI01000001|nc8_2781|259234_259401|56AA
NC_004567|lp_3199|2851376_2852143|256AA	NZ_AGRI01000001|nc8_2730|207515_208282|256AA
NC_004567|lp_3198|2850496_2851386|297AA	NZ_AGRI01000001|nc8_2729|206635_207525|297AA
NC_004567|lp_3201|2853015_2853749|245AA	NZ_AGRI01000001|nc8_2732|209154_209888|245AA
NC_004567|lp_3200|2852146_2852997|284AA	NZ_AGRI01000001|nc8_2731|208285_209136|284AA
NC_004567|lp_3206|2857513_2858409|299AA	NZ_AGRI01000001|nc8_2736|215718_216614|299AA
NC_004567|lp_3204|2854090_2855373|428AA	NZ_AGRI01000001|nc8_2733|210229_211512|428AA
NC_004567|lp_3210|2861016_2861723|236AA	NZ_AGRI01000001|nc8_2739|219221_219928|236AA
NC_004567|lp_3207|2858550_2859776|409AA	NZ_AGRI01000001|nc8_2737|216755_217981|409AA
NC_004567|lp_3360|2986598_2987275|226AA	NZ_AGRI01000001|nc8_2863|342569_343246|226AA
NC_004567|lp_2202|1989085_1990044|320AA	NZ_AGRI01000006|nc8_1946|600264_601223|320AA
NC_004567|lp_3359|2985874_2986572|233AA	NZ_AGRI01000001|nc8_2862|341845_342543|233AA
NC_004567|lp_3358|2984580_2985488|303AA	NZ_AGRI01000001|nc8_2861|340551_341459|303AA
NC_004567|lp_3368|2992761_2993876|372AA	NZ_AGRI01000001|nc8_2869|348745_350178|478AA
NC_004567|lp_3366|2991622_2991894|91AA	NZ_AGRI01000001|nc8_2867|347593_347865|91AA
NC_004567|lp_3197|2850280_2850471|64AA	NZ_AGRI01000001|nc8_2728|206419_206610|64AA
NC_004567|lp_3362|2987554_2988540|329AA	NZ_AGRI01000001|nc8_2864|343525_344511|329AA
NC_004567|lp_1883|1700973_1701659|229AA	NZ_AGRI01000006|nc8_1615|272318_273004|229AA
NC_004567|lp_0226|206280_206993|238AA	NZ_AGRI01000002|nc8_0211|219835_220548|238AA
NC_004567|lp_0228|207136_208551|472AA	NZ_AGRI01000002|nc8_0215|224501_225916|472AA
NC_004567|lp_0218|200500_201906|469AA	NZ_AGRI01000002|nc8_0204|214055_215461|469AA
NC_004567|lp_0219|201935_202504|190AA	NZ_AGRI01000002|nc8_0205|215491_216060|190AA
NC_004567|lp_1892|1708534_1709424|297AA	NZ_AGRI01000006|nc8_1624|279879_280769|297AA
NC_004567|lp_1891|1708112_1708495|128AA	NZ_AGRI01000006|nc8_1623|279457_279840|128AA
NC_004567|lp_3525|3140480_3141922|481AA	NZ_AGRI01000001|nc8_2994|484156_485598|481AA
NC_004567|lp_0416|371705_373033|443AA	NZ_AGRI01000003|nc8_0384|42415_43755|447AA
NC_004567|lp_3142|2812436_2813023|196AA	NZ_AGRI01000001|nc8_2679|167685_168272|196AA
NC_004567|lp_1189|1086315_1087343|343AA	NZ_AGRI01000003|nc8_1045|719311_720339|343AA
NC_004567|lp_1178|1075304_1076365|354AA	NZ_AGRI01000003|nc8_1041|715200_716282|361AA
NC_004567|lp_1753|1592453_1593022|190AA	NZ_AGRI01000006|nc8_1508|163380_163949|190AA
NC_004567|lp_1754|1593097_1593438|114AA	NZ_AGRI01000006|nc8_1509|164024_164365|114AA
NC_004567|lp_1756|1593998_1595143|382AA	NZ_AGRI01000006|nc8_1511|164925_166070|382AA
NC_004567|lp_1760|1597233_1597985|251AA	NZ_AGRI01000006|nc8_1512|166237_166989|251AA
NC_004567|lp_1733|1570937_1572028|364AA	NZ_AGRI01000006|nc8_1489|141873_142964|364AA
NC_004567|lp_1750|1588262_1589215|318AA	NZ_AGRI01000006|nc8_1505|159189_160142|318AA
NC_004567|lp_1751|1589400_1591703|768AA	NZ_AGRI01000006|nc8_1506|160327_162630|768AA
NC_004567|lp_1752|1591715_1592338|208AA	NZ_AGRI01000006|nc8_1507|162642_163265|208AA
NC_004567|lp_1762|1598181_1598588|136AA	NZ_AGRI01000006|nc8_1513|167185_167592|136AA
NC_004567|lp_1549|1417342_1418523|394AA	NZ_AGRI01000005|nc8_1321|92347_93528|394AA
NC_004567|lp_0555|512374_512898|175AA	NZ_AGRI01000003|nc8_0498|169791_170315|175AA
NC_004567|lp_0711|652861_653658|266AA	NZ_AGRI01000003|nc8_0629|285939_286736|266AA
NC_004567|lp_0712|653683_654537|285AA	NZ_AGRI01000003|nc8_0630|286761_287615|285AA
NC_004567|lp_0558|514300_515406|369AA	NZ_AGRI01000003|nc8_0501|171717_172823|369AA
NC_004567|lp_0559|515599_516420|274AA	NZ_AGRI01000003|nc8_0502|173016_173837|274AA
NC_004567|lp_0561|516781_517572|264AA	NZ_AGRI01000003|nc8_0503|174198_174989|264AA
NC_004567|lp_0562|517651_518787|379AA	NZ_AGRI01000003|nc8_0504|175068_176204|379AA
NC_004567|lp_0704|646950_647279|110AA	NZ_AGRI01000003|nc8_0622|280028_280357|110AA
NC_004567|lp_0705|647296_648315|340AA	NZ_AGRI01000003|nc8_0623|280374_281393|340AA
NC_004567|lp_0701|645639_645890|84AA	NZ_AGRI01000003|nc8_0620|278717_278968|84AA
NC_004567|lp_0703|646288_646953|222AA	NZ_AGRI01000003|nc8_0621|279366_280031|222AA
NC_004567|lp_0708|649686_650471|262AA	NZ_AGRI01000003|nc8_0626|282764_283549|262AA
NC_004567|lp_0710|651739_652839|367AA	NZ_AGRI01000003|nc8_0628|284817_285917|367AA
NC_004567|lp_0552|510340_511182|281AA	NZ_AGRI01000003|nc8_0496|167757_168599|281AA
NC_004567|lp_0707|648786_649682|299AA	NZ_AGRI01000003|nc8_0625|281864_282760|299AA
NC_004567|lp_0799|735714_736184|157AA	NZ_AGRI01000003|nc8_0713|377122_377592|157AA
NC_004567|lp_0797|733253_735688|812AA	NZ_AGRI01000003|nc8_0712|374682_377096|805AA
NC_004567|lp_2116|1909828_1911093|422AA	NZ_AGRI01000006|nc8_1876|521080_522345|422AA
NC_004567|lp_0789|724978_726000|341AA	NZ_AGRI01000003|nc8_0704|366406_367428|341AA
NC_004567|lp_0791|727350_728108|253AA	NZ_AGRI01000003|nc8_0706|368778_369536|253AA
NC_004567|lp_0790|726121_727323|401AA	NZ_AGRI01000003|nc8_0705|367549_368751|401AA
NC_004567|lp_0793|729809_730540|244AA	NZ_AGRI01000003|nc8_0708|371094_371969|292AA
NC_004567|lp_0792|728190_729518|443AA	NZ_AGRI01000003|nc8_0707|369618_370946|443AA
NC_004567|lp_0796|732495_733244|250AA	NZ_AGRI01000003|nc8_0711|373924_374673|250AA
NC_004567|lp_0795|732210_732446|79AA	NZ_AGRI01000003|nc8_0710|373639_373875|79AA
NC_004567|lp_2593|2310572_2311468|299AA	NZ_AGRI01000010|nc8_2217|3384_4280|299AA
NC_004567|lp_2591|2309468_2310424|319AA	NZ_AGRI01000010|nc8_2216|2280_3236|319AA
NC_004567|lp_2572|2290117_2291070|318AA	NZ_AGRI01000008|nc8_2197|33559_34512|318AA
NC_004567|lp_2566|2286073_2286420|116AA	NZ_AGRI01000008|nc8_2192|29514_29861|116AA
NC_004567|lp_2579|2297744_2298181|146AA	NZ_AGRI01000009|nc8_2203|2825_3262|146AA
NC_004567|lp_0529|478022_479230|403AA	NZ_AGRI01000003|nc8_0473|135426_136640|405AA
NC_004567|lp_2589|2307804_2308688|295AA	NZ_AGRI01000010|nc8_2214|615_1499|295AA
NC_004567|lp_2585|2303816_2304811|332AA	NZ_AGRI01000009|nc8_2207|8896_9891|332AA
NC_004567|lp_0528|476966_477991|342AA	NZ_AGRI01000003|nc8_0472|134376_135401|342AA
NC_004567|lp_2590|2308708_2309268|187AA	NZ_AGRI01000010|nc8_2215|1520_2080|187AA
NC_004567|lp_3278|2917142_2918566|475AA	NZ_AGRI01000001|nc8_2797|276312_277736|475AA
NC_004567|lp_0080|77039_77530|164AA	NZ_AGRI01000002|nc8_0087|90672_91163|164AA
NC_004567|lp_2063|1863767_1864399|211AA	NZ_AGRI01000006|nc8_1774|433691_434323|211AA
NC_004567|lp_2066|1865024_1865653|210AA	NZ_AGRI01000006|nc8_1776|434878_435507|210AA
NC_004567|lp_2059|1861480_1862238|253AA	NZ_AGRI01000006|nc8_1770|431404_432162|253AA
NC_004567|lp_2062|1863376_1863615|80AA	NZ_AGRI01000006|nc8_1773|433300_433539|80AA
NC_004567|lp_2069|1867464_1867856|131AA	NZ_AGRI01000006|nc8_1779|437318_437710|131AA
NC_004567|lp_3662|3282610_3285213|868AA	NZ_AGRI01000001|nc8_3109|614285_616888|868AA
NC_004567|lp_2067|1865703_1866872|390AA	NZ_AGRI01000006|nc8_1777|435557_436726|390AA
NC_004567|lp_2068|1866908_1867300|131AA	NZ_AGRI01000006|nc8_1778|436762_437154|131AA
NC_004567|lp_0814|753243_754151|303AA	NZ_AGRI01000003|nc8_0727|395607_396515|303AA
NC_004567|lp_0813|752169_753071|301AA	NZ_AGRI01000003|nc8_0726|394533_395435|301AA
NC_004567|lp_0812|751083_751847|255AA	NZ_AGRI01000003|nc8_0725|393447_394211|255AA
NC_004567|lp_0811|750484_751020|179AA	NZ_AGRI01000003|nc8_0724|392848_393369|174AA
NC_004567|lp_0818|757891_758733|281AA	NZ_AGRI01000003|nc8_0731|400255_401097|281AA
NC_004567|lp_0817|757041_757706|222AA	NZ_AGRI01000003|nc8_0730|399405_400070|222AA
NC_004567|lp_0816|756453_756965|171AA	NZ_AGRI01000003|nc8_0729|398817_399329|171AA
NC_004567|lp_0815|754185_756314|710AA	NZ_AGRI01000003|nc8_0728|396549_398678|710AA
NC_004567|lp_0820|759739_761094|452AA	NZ_AGRI01000003|nc8_0733|402103_403458|452AA
NC_004567|lp_0819|758730_759707|326AA	NZ_AGRI01000003|nc8_0732|401094_402071|326AA
NC_004567|lp_3183|2838454_2839104|217AA	NZ_AGRI01000001|nc8_2715|194521_195243|241AA
NC_004567|lp_3179|2836986_2837420|145AA	NZ_AGRI01000001|nc8_2711|193145_193579|145AA
NC_004567|lp_3178|2836380_2836934|185AA	NZ_AGRI01000001|nc8_2710|192539_193093|185AA
NC_004567|lp_3177|2836009_2836371|121AA	NZ_AGRI01000001|nc8_2709|192168_192530|121AA
NC_004567|lp_3175|2833631_2834545|305AA	NZ_AGRI01000001|nc8_2707|189790_190704|305AA
NC_004567|lp_3174|2832356_2833549|398AA	NZ_AGRI01000001|nc8_2706|188515_189708|398AA
NC_004567|lp_3172|2829650_2830804|385AA	NZ_AGRI01000001|nc8_2704|185809_186963|385AA
NC_004567|lp_3171|2828420_2829502|361AA	NZ_AGRI01000001|nc8_2703|184580_185662|361AA
NC_004567|lp_3170|2827652_2828344|231AA	NZ_AGRI01000001|nc8_2702|183812_184504|231AA
NC_004567|lp_1251|1136019_1136915|299AA	NZ_AGRI01000003|nc8_1098|772045_772941|299AA
NC_004567|lp_1068|970285_970776|164AA	NZ_AGRI01000003|nc8_0940|605288_605779|164AA
NC_004567|lp_1067|969712_970281|190AA	NZ_AGRI01000003|nc8_0939|604715_605284|190AA
NC_004567|lp_1240|1126801_1127604|268AA	NZ_AGRI01000003|nc8_1088|762822_763631|270AA
NC_004567|lp_1069|970871_972781|637AA	NZ_AGRI01000003|nc8_0941|605874_607784|637AA
NC_004567|lp_1075|977223_978023|267AA	NZ_AGRI01000003|nc8_0947|612226_613026|267AA
NC_004567|lp_1072|974249_975442|398AA	NZ_AGRI01000003|nc8_0944|609333_610445|371AA
NC_004567|lp_1076|978088_978876|263AA	NZ_AGRI01000003|nc8_0948|613091_613879|263AA
NC_004567|lp_1079|980099_980968|290AA	NZ_AGRI01000003|nc8_0951|615136_616005|290AA
NC_004567|lp_3548|3167357_3167827|157AA	NZ_AGRI01000001|nc8_3015|511046_511516|157AA
NC_004567|lp_3573|3191851_3192222|124AA	NZ_AGRI01000001|nc8_3027|525879_526250|124AA
NC_004567|lp_3417|3032365_3033033|223AA	NZ_AGRI01000001|nc8_2897|377818_378516|233AA
NC_004567|lp_3472|3079936_3081216|427AA	NZ_AGRI01000001|nc8_2944|425396_426676|427AA
